tier,cgpa,leetcode_problems_solved,github_commits_last_year,hackathon_wins,past_internships,projects,communication_score,sector_demand_index,salary_lpa
2,7.9,314,89,0,1,4,58.2,0.94,13.06
2,6.31,177,488,0,0,4,65.7,1.1,10.48
1,8.13,75,185,0,1,2,84.4,1.21,24.41
2,9.11,162,482,0,1,1,78.8,0.99,17.07
2,9.04,38,631,1,1,2,80.8,1.05,16.99
3,9.25,97,448,0,0,1,73.7,1.1,11.25
2,9.62,263,475,1,1,1,69.0,0.85,15.5
2,9.51,110,346,1,1,2,67.0,1.09,23.07
2,5.97,12,131,0,2,5,64.3,0.96,12.79
2,6.92,428,19,0,0,3,45.4,0.98,12.02
3,7.7,27,192,1,0,7,54.6,0.88,7.2
2,7.73,64,175,0,1,3,43.4,1.07,11.68
1,6.34,192,153,1,1,3,44.1,0.94,20.82
3,7.01,346,142,0,0,2,68.2,0.99,10.04
2,8.37,155,154,1,0,3,71.7,1.06,14.82
3,8.67,367,210,0,1,5,67.6,1.05,18.85
1,6.87,209,176,1,1,0,61.0,0.95,20.54
2,7.2,292,115,1,1,3,75.6,1.13,20.84
2,8.32,43,29,1,1,0,71.3,1.07,11.6
2,7.31,156,792,0,1,2,64.4,0.96,14.29
2,5.28,83,115,0,1,1,53.1,1.03,10.1
2,7.3,2,453,0,1,5,65.5,1.14,13.79
3,6.77,0,476,1,2,2,60.4,1.06,10.03
3,7.3,386,116,1,1,2,73.1,1.02,18.97
2,9.37,291,1966,2,1,5,84.8,0.94,25.41
3,8.2,67,913,0,0,4,100.0,1.11,13.56
3,6.8,260,168,0,1,1,92.3,0.88,10.87
2,7.43,24,765,0,0,4,88.6,1.11,14.97
2,6.28,52,224,1,0,5,60.8,0.98,14.18
3,8.74,91,555,0,1,4,68.9,0.94,13.45
2,6.99,31,56,0,1,2,76.8,1.07,11.73
3,8.94,20,51,1,1,7,92.4,1.06,16.77
2,9.07,26,367,0,1,4,70.1,0.91,11.19
1,9.02,147,349,0,2,2,59.0,1.04,23.24
2,8.18,607,211,0,0,6,100.0,1.05,24.69
3,8.31,389,211,1,2,4,91.8,1.18,23.36
2,8.35,146,192,0,0,3,48.7,0.87,10.51
2,7.92,113,121,0,3,2,48.5,1.06,18.42
3,6.31,114,48,0,0,7,82.4,0.73,8.79
3,5.24,385,234,1,0,2,74.9,1.04,14.26
3,8.9,309,48,0,0,2,61.7,0.99,9.68
3,7.63,13,277,0,1,1,62.2,1.13,8.78
1,6.22,287,611,0,2,3,43.6,0.95,22.01
3,7.56,97,149,0,0,5,75.5,0.87,11.0
3,7.74,269,29,0,1,6,53.8,0.84,12.28
3,6.28,119,179,0,0,1,51.8,0.97,6.14
2,6.31,16,112,0,3,2,61.7,0.96,9.89
2,7.8,203,5,4,1,3,90.6,1.19,28.56
2,7.17,50,144,1,3,4,57.9,0.92,19.42
3,7.41,487,553,0,0,0,62.5,1.09,14.62
1,7.07,265,288,1,3,9,61.4,1.04,35.06
2,5.77,20,1070,1,2,3,55.6,1.04,15.93
2,6.96,26,59,0,1,1,52.5,0.91,7.58
3,5.7,150,247,0,4,7,52.0,1.03,18.06
3,8.51,349,412,0,2,2,69.0,0.99,17.8
3,5.89,283,91,1,1,2,40.1,1.16,13.68
2,6.45,144,257,0,1,0,90.6,0.99,13.91
2,5.9,211,222,0,0,1,68.8,1.03,11.71
3,7.95,328,415,0,0,5,64.0,1.27,16.45
3,8.75,100,734,2,0,7,43.4,0.86,12.58
3,8.86,267,571,1,0,4,78.1,1.1,19.82
2,7.07,455,594,0,0,3,67.7,0.93,16.58
1,7.72,113,20,0,0,0,81.5,0.99,18.5
3,7.96,0,96,2,1,1,82.2,0.95,12.03
3,6.82,908,377,1,1,2,71.2,0.96,20.93
2,6.82,115,87,0,2,4,76.6,1.04,19.67
3,6.51,153,115,1,1,3,85.5,1.02,13.38
2,7.33,123,67,0,1,6,72.3,1.05,18.19
2,8.44,112,136,0,0,2,65.0,1.06,11.24
2,6.37,166,48,0,1,5,54.4,1.08,13.79
2,7.71,138,26,1,1,4,39.5,1.17,15.28
3,6.32,82,102,0,3,1,65.6,1.12,11.83
2,6.0,32,1,0,1,3,53.8,0.98,9.61
2,7.25,213,19,0,3,3,57.0,0.92,14.91
2,6.26,111,19,2,0,1,69.3,1.15,17.13
2,8.44,42,746,0,1,5,89.9,1.01,16.5
1,7.31,11,145,0,0,3,70.1,1.01,12.35
2,6.75,663,188,1,4,1,65.3,0.89,23.78
1,6.72,45,276,0,1,8,61.4,1.12,20.66
1,7.31,166,807,0,1,2,47.4,0.88,18.69
3,7.96,160,120,0,1,2,81.7,1.3,15.35
2,5.0,158,294,0,1,0,70.8,1.1,13.06
3,6.16,19,475,1,1,4,58.5,1.14,13.95
3,7.34,25,463,0,0,5,64.3,1.06,11.17
3,6.45,98,1410,1,0,4,53.7,1.06,13.22
2,8.13,159,110,1,2,1,70.5,1.01,17.15
3,5.0,133,365,0,0,3,69.7,1.03,7.63
2,7.27,259,49,0,2,2,84.4,1.08,17.51
3,6.29,258,137,0,0,1,88.3,0.96,12.8
2,7.02,68,44,1,0,1,70.9,1.11,14.6
2,6.59,154,486,0,0,4,58.0,0.98,11.59
3,9.55,22,238,0,1,0,80.6,0.89,9.29
1,7.75,28,198,1,0,2,89.4,0.98,20.28
3,7.35,150,299,1,0,1,69.5,0.96,11.3
2,8.44,176,18,1,0,1,62.5,0.99,14.93
3,9.53,228,191,1,2,2,76.9,1.12,21.22
3,7.91,20,244,0,3,4,55.4,0.99,12.58
1,7.37,348,185,0,1,3,91.9,1.06,27.34
3,9.28,28,11,1,0,3,74.3,1.19,12.92
2,7.41,46,598,0,1,4,81.2,1.1,16.01
3,7.49,59,31,1,1,1,51.1,1.07,11.22
1,7.06,57,138,0,3,1,63.9,1.03,18.31
3,9.28,25,614,1,4,5,65.9,1.08,23.34
2,6.98,32,132,1,0,1,58.5,1.0,11.57
2,7.89,77,700,0,2,1,57.3,0.94,16.27
2,9.73,212,104,1,3,5,100.0,1.12,28.65
2,9.09,96,260,2,0,2,57.8,0.99,14.83
2,7.99,198,660,0,1,2,76.0,0.88,17.44
3,8.23,53,64,2,2,3,79.4,0.98,17.69
3,7.97,227,150,0,1,4,93.8,0.91,13.13
2,5.68,92,668,0,0,0,77.0,1.05,12.11
2,7.26,181,35,0,2,1,78.1,0.95,12.96
2,9.0,31,82,1,2,4,72.7,0.97,18.73
3,7.79,228,472,0,2,4,90.9,0.89,14.61
2,9.93,37,1,0,0,6,65.2,1.05,13.57
3,7.54,56,702,1,1,2,51.4,0.98,13.23
3,8.54,378,6,1,0,3,35.3,0.95,13.11
3,6.74,264,435,0,0,3,78.6,1.12,11.95
3,6.89,83,53,0,3,2,69.9,0.93,12.19
3,6.91,325,184,0,1,6,99.1,1.05,17.72
3,8.69,299,1102,0,2,2,75.1,1.01,19.82
3,6.66,122,250,0,0,3,63.0,1.05,6.34
3,6.62,148,41,0,0,2,63.1,0.96,6.03
3,7.44,25,482,0,3,3,67.9,0.94,13.34
2,7.04,4,420,0,0,4,75.0,1.0,9.91
2,7.49,220,406,0,1,3,56.5,1.16,18.19
3,6.56,293,1620,1,1,0,66.5,0.96,16.92
3,7.21,52,89,0,0,3,51.5,1.08,8.11
1,5.72,109,723,1,1,4,58.4,0.89,20.32
2,7.46,204,638,1,1,6,61.4,1.01,20.27
2,7.12,113,483,0,3,5,50.3,1.11,19.33
3,9.22,61,322,0,0,2,86.4,0.92,10.79
2,7.95,34,130,0,1,1,40.2,1.03,10.77
3,7.92,378,594,0,1,2,44.6,0.84,13.21
2,7.44,209,616,1,2,3,63.4,0.99,18.69
3,6.62,151,194,0,1,7,42.9,1.1,13.35
2,8.23,62,120,0,2,4,75.3,0.93,12.85
3,6.65,28,320,0,2,0,71.6,1.11,10.16
1,7.7,30,419,0,0,3,41.0,0.9,15.3
3,5.0,47,63,0,0,4,64.0,1.03,6.83
2,7.77,39,251,0,1,1,63.2,0.88,9.58
3,7.26,5,426,0,4,4,63.9,0.91,13.84
3,5.76,135,837,1,1,4,64.1,1.03,13.53
2,7.12,38,132,0,4,6,79.6,0.93,17.43
2,7.88,131,374,0,2,5,69.9,1.08,20.13
2,5.67,299,395,3,0,6,53.3,0.99,19.87
2,8.71,25,338,0,2,3,75.2,0.98,13.3
3,7.73,30,203,0,1,0,88.9,1.13,10.92
3,7.7,101,153,0,1,0,66.9,0.95,6.54
3,8.56,75,70,0,1,3,85.2,1.09,15.2
2,7.76,106,189,0,1,2,52.0,1.0,13.91
3,6.34,321,3,0,2,6,61.9,0.91,11.39
3,5.89,51,972,0,0,1,80.6,1.05,9.32
3,7.29,11,16,0,2,1,71.2,1.01,5.35
1,6.77,56,214,1,0,5,64.3,0.91,20.41
3,6.87,19,113,2,1,2,97.1,0.92,13.36
2,8.32,295,670,1,1,1,68.4,0.99,21.51
2,8.35,34,190,2,0,2,57.0,1.1,17.84
3,9.1,204,489,1,1,0,70.8,0.83,12.16
2,7.4,145,318,0,0,6,69.7,1.02,15.32
2,6.17,339,63,0,0,2,61.4,1.08,12.27
2,7.09,53,91,1,0,1,62.6,0.87,9.05
2,7.03,54,271,2,1,1,57.1,0.91,12.92
3,8.39,185,115,2,0,1,78.7,0.88,14.23
2,6.84,107,73,1,0,3,55.2,0.99,14.65
3,8.01,12,72,0,3,3,81.4,1.04,15.47
2,7.92,315,55,0,0,6,77.2,0.88,16.1
2,8.45,194,10,1,2,2,53.4,1.09,20.0
3,6.26,220,847,0,0,4,38.8,0.7,9.63
3,6.19,21,87,2,1,4,64.3,0.86,10.16
3,8.39,27,254,1,1,3,55.2,1.16,15.26
3,7.23,285,84,0,0,1,71.4,1.08,12.0
2,6.94,53,146,0,1,1,65.9,0.83,9.81
3,8.77,20,312,2,1,2,68.9,1.01,17.29
2,7.19,18,13,0,0,4,75.7,0.94,11.97
3,7.26,242,528,1,2,3,54.2,0.91,12.98
3,8.17,81,40,0,0,3,59.7,0.96,8.21
3,8.59,0,449,1,3,3,59.2,1.0,14.89
3,8.82,197,338,0,1,4,51.8,1.06,16.18
3,8.73,174,244,0,2,3,66.0,1.05,17.15
2,7.34,85,183,0,2,4,63.2,0.95,12.83
2,7.72,47,39,1,3,0,79.1,1.05,19.74
3,7.66,20,796,1,1,1,92.8,1.06,13.07
2,6.34,243,333,2,1,2,62.3,1.0,18.46
2,7.56,169,43,0,1,2,74.6,1.04,15.13
2,6.89,362,223,3,2,1,58.8,0.98,23.16
1,6.39,3,62,0,2,4,91.2,1.05,22.41
3,7.87,61,97,2,0,2,71.3,1.02,15.33
3,7.2,170,1591,1,0,3,74.5,1.14,16.0
2,6.45,236,270,1,1,4,53.7,0.79,14.28
3,7.53,36,548,2,3,2,69.7,1.0,17.47
2,5.0,262,535,0,4,4,61.8,0.98,19.38
3,8.66,41,40,1,0,0,67.9,0.99,10.11
3,6.58,225,342,0,1,2,90.8,1.19,16.88
3,7.97,121,149,0,2,2,88.9,0.93,12.72
2,8.89,257,408,0,1,3,66.2,0.87,15.61
2,7.49,14,416,0,2,3,70.6,0.93,15.27
3,6.56,147,95,2,1,3,69.2,0.92,15.32
1,8.83,147,257,2,0,1,49.0,1.02,24.61
2,7.61,7,671,0,0,2,57.3,0.83,6.97
2,8.45,182,209,0,0,1,74.3,1.0,12.96
3,7.85,25,659,0,1,2,70.7,0.98,13.56
3,9.01,15,113,2,4,2,53.5,1.15,21.17
3,7.94,22,15,0,0,2,72.4,0.86,4.24
3,8.08,96,756,1,0,4,70.2,0.91,14.58
3,8.0,323,171,0,0,5,73.6,1.04,14.83
2,8.14,55,37,0,0,1,64.1,0.99,12.42
1,8.18,87,133,3,1,10,44.7,0.95,29.37
2,7.25,5,457,1,0,3,71.1,0.98,12.03
2,7.0,137,259,2,2,1,44.5,0.98,16.24
1,7.7,62,848,1,1,4,94.2,0.78,21.27
3,7.52,165,1325,0,3,3,76.8,0.99,16.5
3,5.0,127,136,0,2,2,59.2,1.02,8.51
3,9.33,193,641,0,2,5,91.8,0.89,17.56
2,6.93,223,949,1,0,4,65.2,0.98,16.72
3,7.08,41,67,0,1,3,40.0,0.95,7.93
3,6.3,106,728,0,2,7,98.9,0.85,15.7
3,6.05,122,48,0,1,1,35.4,0.96,8.79
3,7.71,86,221,1,1,1,59.7,1.0,10.87
3,5.04,72,496,0,1,6,60.2,1.07,11.65
3,9.37,438,132,0,1,2,98.9,0.81,13.55
3,7.6,17,51,1,3,4,56.9,1.11,15.79
3,8.71,19,116,0,2,2,99.9,1.01,13.31
2,8.13,143,259,0,1,2,57.0,1.07,14.03
2,9.53,41,139,0,1,3,67.1,1.11,15.97
2,7.92,1019,442,1,4,2,73.7,1.08,39.45
3,7.62,13,358,0,0,9,44.8,0.97,6.98
1,9.69,203,396,2,2,4,79.4,0.92,29.58
2,7.6,190,281,0,1,8,73.4,0.99,17.86
2,5.62,197,31,0,0,4,43.3,0.89,11.44
2,8.3,166,955,1,1,2,73.5,0.82,16.14
2,6.19,12,68,1,1,5,90.9,0.98,16.17
3,6.04,59,0,0,2,0,31.1,1.06,9.39
3,7.69,16,676,0,1,6,66.1,1.08,12.08
3,8.17,160,616,1,3,1,70.0,1.22,21.75
2,6.39,38,1101,1,1,4,80.6,1.07,18.8
2,6.67,119,146,1,0,0,63.2,1.03,14.61
2,8.49,684,957,0,2,3,80.6,0.91,24.42
2,7.94,13,515,0,1,3,69.1,1.08,17.17
2,6.2,391,354,1,2,2,100.0,1.1,23.01
2,7.18,91,10,2,3,1,82.9,0.82,18.06
3,8.2,122,342,0,2,4,89.9,1.16,18.72
2,5.74,243,289,0,4,6,48.7,0.99,19.41
2,6.46,220,52,2,0,3,94.8,1.13,19.49
3,7.76,4,349,0,1,1,59.4,1.11,9.42
3,6.63,121,209,1,1,1,76.6,1.07,14.12
2,9.32,489,384,1,2,3,58.8,0.91,24.33
3,5.74,98,164,0,0,0,90.9,1.06,7.83
2,6.88,370,428,1,1,2,68.9,1.0,22.58
1,7.51,35,258,1,0,2,55.0,0.88,14.66
2,8.29,181,891,0,1,3,76.9,0.88,15.3
1,7.67,132,192,0,3,2,78.8,0.97,24.69
1,6.21,21,52,0,0,1,63.1,1.03,17.61
3,6.13,24,533,2,1,4,91.3,1.03,16.63
3,5.0,180,437,0,3,2,54.3,0.88,11.23
2,8.51,18,112,1,1,3,80.0,1.07,17.98
2,8.09,152,11,0,1,3,72.5,1.03,14.09
3,7.74,328,322,0,1,5,94.1,1.12,17.75
1,7.81,55,103,1,2,2,65.7,1.07,23.96
2,8.85,40,193,0,0,3,73.1,0.83,9.05
2,8.33,116,24,1,1,2,68.7,1.01,16.03
2,8.22,394,85,1,0,4,36.2,1.05,17.08
2,8.74,11,103,1,0,4,53.9,1.17,15.71
3,7.95,314,32,0,1,5,85.2,1.04,17.78
2,7.66,24,100,2,1,3,50.7,0.93,16.51
3,6.62,81,89,0,2,2,56.2,1.04,8.68
1,5.21,259,112,0,1,4,69.6,0.96,20.23
3,6.43,124,1204,0,1,9,71.7,1.02,15.83
1,8.29,48,305,1,0,3,46.5,0.88,17.36
2,6.91,19,342,1,3,3,59.4,0.93,16.16
2,7.13,149,187,1,1,3,74.5,0.99,19.02
3,8.35,254,380,1,1,3,73.5,1.08,17.59
3,5.35,98,2137,1,0,3,40.7,1.14,12.31
2,8.41,176,496,1,1,3,68.0,1.14,22.7
3,8.47,123,242,0,0,3,70.4,1.18,13.71
3,7.41,189,160,0,0,2,57.9,0.95,8.42
3,7.45,377,273,0,1,5,59.9,0.91,9.65
3,7.28,70,125,0,1,2,60.0,0.89,6.94
1,8.29,197,215,1,1,3,60.4,0.94,24.3
3,6.57,468,39,0,1,2,64.6,1.08,15.84
3,7.11,38,222,0,4,3,41.6,0.93,12.07
2,8.92,378,872,0,3,5,99.9,0.99,24.45
3,6.96,80,778,0,1,3,95.0,1.01,11.75
2,7.98,8,31,1,1,1,54.9,1.13,13.51
2,7.59,37,269,4,1,3,69.4,1.15,24.25
1,7.17,328,780,1,1,0,50.5,0.98,24.71
2,8.28,121,128,0,0,2,44.7,1.09,11.21
3,7.95,375,170,0,0,4,93.8,1.01,15.02
1,8.02,115,251,1,3,2,57.0,0.97,25.25
2,9.28,0,394,1,1,2,75.3,0.92,13.44
3,5.0,178,487,0,0,3,55.0,0.98,5.75
3,7.67,89,29,1,1,5,59.6,1.02,16.03
2,7.95,12,297,0,1,1,76.7,1.05,12.46
2,5.92,46,162,2,2,0,61.8,0.78,12.13
2,5.51,24,781,0,0,1,67.2,1.1,11.08
2,5.41,89,57,0,1,4,87.0,0.73,9.32
3,10.0,53,805,1,1,5,73.5,0.84,13.81
3,5.0,35,211,0,3,2,69.3,0.87,9.26
3,5.37,156,28,0,1,0,81.3,0.96,8.8
2,7.3,436,531,0,0,6,81.9,1.1,24.16
3,9.11,486,288,0,2,4,89.2,0.86,17.61
2,8.38,69,320,0,1,4,45.0,0.91,13.16
1,7.32,46,117,0,0,4,61.2,0.91,14.34
3,8.45,147,382,3,2,2,64.0,1.06,21.76
2,8.47,67,1,0,1,4,97.0,1.11,16.36
2,7.38,246,1475,0,1,5,79.1,0.88,17.54
2,5.94,74,833,0,2,1,71.4,1.06,16.67
3,9.58,127,221,0,4,3,71.9,1.06,18.57
2,8.19,664,12,1,0,2,66.4,1.01,22.31
2,7.65,21,494,0,0,2,62.6,0.92,12.04
2,7.55,57,410,0,1,3,74.3,0.89,12.27
1,9.04,11,391,0,2,3,58.2,0.93,20.01
3,8.83,471,13,1,1,6,70.0,0.9,15.76
3,5.0,101,23,0,2,1,75.6,1.12,10.06
2,5.0,58,510,0,1,5,100.0,1.22,18.86
3,8.44,396,684,0,2,2,43.8,1.01,17.58
1,8.23,86,460,0,2,4,65.5,1.09,24.26
2,5.91,0,138,1,1,1,77.4,0.91,11.73
2,6.96,123,35,0,0,4,83.4,1.02,13.74
2,8.38,13,271,0,1,3,79.4,0.98,10.2
3,7.11,627,782,0,2,2,69.8,0.89,17.01
2,8.85,360,36,0,2,4,61.3,0.97,20.25
3,5.0,208,1,1,1,7,83.8,1.01,13.14
3,7.92,150,18,0,1,7,44.2,0.97,10.66
2,7.92,6,280,0,0,5,68.9,1.02,12.34
2,7.98,38,99,1,0,5,91.8,0.88,15.36
1,8.13,82,5,0,0,3,31.3,1.04,16.94
2,8.48,224,41,0,0,2,76.7,1.09,12.73
3,8.15,22,70,0,2,3,84.5,0.87,12.33
3,7.65,210,36,1,0,3,83.5,1.02,15.37
3,6.37,136,0,0,3,0,53.3,0.93,13.05
1,5.63,101,206,0,1,4,57.3,0.94,16.93
2,8.79,380,34,0,0,3,72.5,1.06,18.5
3,7.35,162,401,0,3,2,53.1,0.94,11.77
3,6.48,47,129,1,3,3,94.3,0.96,14.44
3,6.2,95,1342,1,1,3,67.1,0.95,15.57
2,7.35,161,135,0,2,3,52.6,0.91,14.72
2,7.55,14,1,2,1,3,70.9,1.04,17.51
3,7.68,23,108,0,3,1,88.6,0.9,11.0
1,6.32,392,1404,2,2,2,42.8,1.07,30.53
2,7.35,46,441,0,0,2,87.1,0.84,12.79
3,6.46,67,893,0,0,6,47.8,0.95,6.42
2,7.76,19,96,0,0,2,52.0,0.99,6.8
2,8.24,32,330,2,2,9,85.6,1.07,27.45
2,9.85,16,321,0,0,7,72.4,1.15,17.49
3,5.86,212,742,0,1,4,59.4,0.95,13.26
2,7.6,120,30,2,1,4,66.5,0.78,15.19
3,5.4,53,133,0,1,6,75.2,1.03,10.58
2,5.39,46,239,0,0,4,85.8,0.89,10.7
3,7.1,5,192,0,1,5,38.9,0.98,9.35
3,6.43,124,42,0,2,1,43.3,1.25,13.18
3,6.98,35,324,0,2,6,59.3,1.06,11.94
3,6.1,33,253,0,4,5,64.0,0.93,12.19
2,6.56,257,207,0,1,3,51.4,0.99,13.67
2,9.52,14,359,1,1,4,33.1,1.2,19.85
3,7.23,181,356,0,1,3,57.0,0.92,9.77
3,7.89,42,269,0,1,3,67.7,1.01,11.82
3,7.66,173,306,1,1,6,73.2,0.92,15.77
1,6.25,16,75,0,2,2,100.0,1.01,18.78
2,8.58,113,643,0,0,3,64.1,0.97,12.08
3,9.18,91,189,0,2,4,40.8,1.06,12.97
2,8.58,92,241,1,2,2,66.9,1.02,17.82
2,6.61,37,49,0,4,2,84.7,0.95,14.09
2,7.88,22,632,1,1,4,64.0,0.98,18.11
2,6.83,247,215,1,1,4,79.0,0.99,20.81
2,6.77,27,390,0,1,3,81.6,1.16,14.54
3,7.25,85,71,1,0,8,76.2,0.87,14.25
3,8.88,4,166,0,1,6,80.9,1.08,13.95
3,9.04,29,73,0,3,6,82.9,0.96,14.61
3,7.61,22,279,0,2,2,72.3,1.02,10.7
3,7.07,176,647,2,2,1,70.8,0.94,16.51
1,10.0,220,402,0,2,2,43.1,0.87,22.79
3,6.33,300,569,0,1,3,73.5,0.96,14.26
3,9.07,6,464,1,0,2,68.9,0.84,11.1
2,8.81,319,15,0,1,2,74.7,1.09,15.94
3,6.97,60,382,0,2,2,78.8,0.9,10.62
3,8.05,352,499,1,0,6,86.6,0.82,13.78
2,7.88,80,645,0,1,3,79.0,0.96,14.65
3,6.34,1,1292,0,0,4,95.3,0.88,9.62
3,7.55,104,229,0,2,3,76.2,1.03,13.5
2,8.05,136,28,1,2,1,69.6,1.18,19.77
2,7.65,136,206,2,1,3,71.1,1.0,17.55
3,5.99,410,196,2,2,4,65.3,1.08,21.2
3,5.27,83,226,0,1,1,81.1,0.89,4.29
1,6.37,98,170,0,2,2,65.1,0.89,20.05
3,7.68,846,171,1,1,2,49.7,0.97,19.3
3,7.22,3,737,1,2,2,52.4,1.02,13.75
1,6.61,147,646,2,2,5,81.7,1.01,31.09
3,8.58,178,102,2,3,4,77.4,1.23,28.18
3,5.0,133,37,0,1,6,63.8,0.98,10.38
3,8.67,108,221,2,0,1,64.9,0.97,11.65
2,7.68,66,45,0,4,2,80.7,1.06,17.56
3,9.53,158,115,1,2,1,86.9,1.08,18.95
3,7.27,37,51,2,3,3,57.9,1.15,21.83
1,7.01,408,1002,1,0,2,61.9,1.02,27.12
3,6.52,406,458,0,0,4,92.6,0.92,14.08
2,8.98,102,922,0,1,4,50.4,1.18,19.23
2,7.61,132,347,0,2,3,52.9,1.05,17.09
2,7.47,1155,377,2,0,6,74.0,0.99,35.78
2,7.14,129,229,0,0,4,67.6,1.16,14.15
3,9.28,319,485,1,0,3,64.6,0.87,12.14
1,7.79,25,265,0,3,4,89.5,1.11,29.41
3,6.82,74,511,1,3,6,70.0,0.97,16.71
3,9.68,134,36,0,1,1,57.3,1.18,11.66
3,6.12,390,22,0,0,2,81.7,1.0,10.76
3,8.55,6,49,0,2,5,87.1,1.05,13.2
3,7.16,223,285,0,3,4,53.3,1.11,19.35
3,8.55,160,559,1,1,1,56.9,0.77,10.94
3,7.33,74,80,0,2,4,58.0,1.01,10.16
1,9.37,206,241,0,2,1,84.9,1.04,25.66
3,6.49,124,189,0,4,6,65.3,0.97,13.02
2,7.73,86,20,0,0,4,61.3,1.05,13.37
3,6.35,11,224,1,3,2,46.1,1.0,13.53
2,8.87,71,114,0,1,3,78.3,1.03,13.39
3,6.17,57,335,0,1,4,88.2,0.89,10.15
3,7.68,191,42,0,0,2,81.0,0.93,6.97
2,7.64,462,359,1,2,4,31.1,0.99,22.64
3,6.64,207,345,0,2,3,43.3,1.09,15.04
3,8.32,85,12,0,0,2,81.5,1.06,7.96
3,5.61,143,538,1,0,3,89.7,1.01,12.27
3,7.49,17,252,0,1,3,62.4,0.87,7.85
2,7.84,89,196,0,0,3,77.9,0.93,12.71
2,8.15,83,9,0,0,3,71.7,1.06,12.02
2,6.33,175,79,0,0,3,92.0,0.92,10.39
1,9.69,563,969,0,2,1,71.4,1.16,34.18
3,8.95,111,346,0,4,6,71.3,0.88,17.93
2,8.77,145,93,0,3,5,73.7,1.15,25.27
2,5.0,50,404,1,1,2,60.3,1.12,13.35
3,7.39,66,160,0,1,3,96.7,0.94,12.17
3,8.82,229,214,0,1,4,84.1,0.98,15.99
2,8.17,24,50,1,0,2,65.7,1.18,17.22
3,9.14,62,667,3,0,3,88.5,1.07,19.16
3,7.96,257,281,0,3,4,32.4,1.06,13.64
3,7.46,133,30,0,3,3,86.0,0.95,12.52
3,6.74,417,174,0,0,0,76.9,1.04,9.62
3,7.46,148,109,0,1,8,65.0,0.99,16.24
2,6.93,57,621,2,0,4,66.3,0.93,18.58
1,7.8,13,121,0,0,3,80.2,0.96,19.95
2,6.95,424,222,0,1,2,60.9,0.97,16.56
3,5.75,115,814,0,2,1,81.8,1.15,14.97
2,6.41,105,34,0,3,2,72.9,0.97,16.23
3,6.97,35,100,2,2,1,51.8,1.09,12.85
3,6.63,108,113,0,2,1,68.9,1.1,12.27
2,9.28,16,225,0,1,4,68.0,1.05,16.55
2,7.02,194,359,0,1,2,56.5,1.02,18.49
3,5.1,313,212,0,2,1,46.7,1.02,9.51
3,8.27,537,80,1,1,2,55.3,1.03,19.26
3,5.0,54,212,0,3,4,73.1,0.93,9.48
3,8.02,34,73,0,1,8,68.7,1.17,18.37
2,8.57,24,92,0,1,4,56.9,1.0,14.36
3,5.99,14,81,0,3,1,100.0,1.1,12.67
3,7.17,247,487,0,0,1,96.1,0.85,7.9
3,8.53,79,14,1,3,5,68.0,1.21,19.47
2,9.12,30,1291,0,2,2,75.4,1.19,21.31
3,8.16,104,395,0,2,6,89.1,0.9,14.49
3,8.38,24,163,0,0,5,100.0,1.09,11.53
2,6.19,277,30,1,1,4,87.3,1.0,17.26
3,5.21,13,40,0,0,4,66.4,0.81,5.15
2,7.42,7,1239,0,2,4,78.5,1.16,18.34
2,5.0,277,585,0,2,1,80.3,0.98,16.72
2,7.69,212,513,0,0,6,77.1,0.89,15.44
3,7.19,95,166,0,0,4,90.5,0.9,7.89
1,6.91,185,220,2,1,6,74.1,0.88,23.06
3,8.33,11,94,0,2,2,90.2,1.08,13.13
3,6.71,185,354,1,1,4,60.0,1.01,11.08
2,5.86,35,134,0,1,5,82.6,1.1,17.19
2,7.85,330,332,0,1,5,65.7,1.11,20.97
2,9.61,29,3,0,3,2,52.9,1.19,19.77
3,8.34,296,346,1,0,3,100.0,0.96,15.04
1,8.8,236,1384,2,0,1,90.5,1.07,32.61
3,8.01,7,466,0,1,4,72.5,0.82,10.52
1,8.45,19,222,0,0,6,80.8,0.89,17.63
2,8.47,39,415,0,1,3,74.6,0.95,13.28
3,7.73,139,625,0,1,3,73.1,1.03,9.1
2,6.6,64,275,0,1,4,98.8,0.87,12.39
1,8.89,211,5,0,1,3,59.8,1.06,23.08
2,8.17,422,1612,0,0,2,77.0,1.04,18.25
2,7.48,324,226,0,1,1,63.4,1.03,16.92
3,7.54,79,383,2,1,4,83.7,0.85,14.73
3,8.41,6,203,1,0,2,62.4,0.93,7.43
3,7.19,43,68,1,1,2,95.6,1.25,13.72
2,9.45,87,144,0,2,4,93.8,0.88,19.83
2,8.47,70,1169,0,1,5,75.2,0.88,17.17
3,8.44,70,92,0,1,1,52.3,1.07,7.98
2,6.96,48,81,1,2,1,55.3,0.92,11.38
2,8.0,93,10,0,3,2,49.0,1.07,16.63
2,6.59,246,1845,0,0,7,40.4,1.1,17.65
2,10.0,1,175,0,4,6,84.8,1.19,24.16
3,9.3,87,31,0,1,2,74.5,0.79,6.4
2,7.45,446,126,0,1,2,55.1,0.89,15.28
2,7.11,151,23,0,1,3,86.2,1.03,15.09
3,8.91,688,115,2,1,3,62.1,0.94,25.95
3,9.3,76,256,1,2,0,66.1,1.03,15.72
2,6.96,46,313,0,1,3,47.9,1.05,11.88
2,7.66,377,429,1,1,1,70.4,0.94,16.47
2,8.27,36,201,0,0,7,82.1,1.02,14.61
