cgpa,internships,tier,sector_demand_index,coding_score,communication_score,starting_salary_lpa
7.58,1,2,0.92,89.5,83.7,8.28
8.89,0,2,0.88,67.2,85.9,8.68
6.39,3,2,0.81,79.2,55.6,8.7
7.79,4,3,1.31,78.9,30.5,6.64
8.67,1,3,1.12,68.3,61.8,5.31
8.1,1,3,1.44,47.4,68.4,5.07
7.73,3,2,0.68,57.6,66.1,8.68
8.7,0,3,1.06,80.7,41.4,6.5
5.0,1,3,0.91,74.6,88.0,5.38
8.31,5,2,1.0,57.8,37.1,10.51
6.72,0,3,1.37,70.7,53.8,5.01
5.3,2,1,0.65,73.1,49.7,14.33
8.11,0,2,0.89,78.7,48.9,6.35
9.15,1,3,0.85,97.3,32.3,6.8
7.34,4,3,0.89,35.8,65.9,7.02
8.64,4,2,0.58,88.2,86.2,11.36
9.43,0,3,1.26,73.3,62.5,4.96
9.08,5,3,1.27,54.5,49.9,7.0
9.47,2,3,1.12,72.5,86.1,9.21
8.39,2,2,0.73,91.7,77.6,10.67
7.59,1,2,1.06,96.2,52.3,9.27
5.58,3,2,1.17,54.7,69.8,6.09
7.2,0,3,1.08,57.3,81.2,5.28
6.49,1,2,0.99,50.6,51.4,6.81
10.0,0,2,1.28,73.5,66.8,9.85
7.29,1,2,0.86,74.2,59.2,10.6
7.65,0,3,0.97,84.8,47.1,4.32
8.16,0,3,1.13,76.6,67.5,6.85
7.55,0,3,1.06,83.4,71.5,6.77
9.53,3,2,1.11,49.2,65.7,10.94
6.75,1,1,1.11,96.3,52.8,14.64
7.73,2,3,1.1,89.5,96.5,10.44
6.61,1,3,0.93,62.1,57.7,3.87
5.92,1,3,0.86,58.2,73.4,4.19
6.77,1,3,1.03,81.2,77.1,6.47
7.46,1,3,1.3,46.6,27.6,2.96
6.98,1,3,1.0,59.0,77.4,6.28
6.67,5,3,1.12,54.6,65.1,8.56
5.81,0,3,1.02,68.5,61.1,4.64
7.4,1,2,1.41,63.3,63.2,10.32
5.69,1,2,0.97,58.2,73.7,7.08
8.41,2,3,1.12,56.7,30.8,6.95
7.6,1,2,0.86,60.4,65.5,6.5
5.75,1,3,0.78,52.1,71.5,4.19
7.13,3,1,1.0,78.1,97.4,17.48
6.6,1,2,1.24,86.9,44.7,6.25
7.88,0,2,1.13,76.0,71.7,8.69
9.11,1,1,0.58,90.7,57.7,16.23
5.25,1,2,1.15,57.4,72.3,8.11
7.64,3,2,0.69,58.8,78.0,10.58
7.31,1,3,1.17,76.6,54.0,4.04
8.31,2,1,1.11,78.6,94.3,19.25
7.76,2,2,0.97,70.2,84.8,9.51
6.6,0,1,1.15,69.6,76.8,12.98
7.12,2,3,0.95,54.0,59.6,6.42
6.54,0,3,1.03,30.1,56.7,3.8
8.79,0,3,0.71,78.4,71.6,5.66
7.53,1,2,0.95,84.7,59.1,9.04
9.78,2,2,1.18,63.5,57.1,11.34
7.43,3,3,0.73,61.7,93.7,6.46
6.65,2,3,1.16,60.1,73.2,2.5
5.68,1,2,0.6,64.4,77.4,8.25
5.34,1,2,0.76,85.1,93.1,10.28
5.6,2,2,0.94,56.0,66.2,5.36
7.82,0,2,1.03,79.7,55.5,8.07
8.11,2,3,0.89,62.5,48.9,5.5
5.6,3,3,0.88,40.1,85.3,6.02
8.57,2,2,1.22,64.9,59.4,6.44
6.92,2,2,1.24,94.6,20.7,6.58
7.68,0,3,0.92,59.7,25.1,4.18
9.43,0,3,0.92,66.4,42.9,5.1
8.58,2,3,0.94,70.1,59.4,9.47
7.18,0,2,1.44,73.0,61.6,8.72
6.43,5,3,1.0,93.1,72.9,8.75
5.0,0,2,1.31,58.1,47.9,6.39
6.64,0,1,1.15,70.2,68.3,16.14
7.25,2,2,0.98,81.4,78.3,10.18
6.32,2,3,0.87,59.3,62.8,6.23
7.34,0,2,1.16,71.1,58.0,8.8
7.59,1,3,0.84,84.7,52.0,6.14
7.23,2,2,0.92,62.2,82.2,6.22
6.72,2,2,1.13,67.4,44.5,8.94
7.7,2,2,0.95,52.7,88.7,10.61
8.03,1,2,0.92,84.2,64.7,11.71
6.19,4,1,0.94,72.4,49.4,14.24
9.19,4,2,0.86,63.6,77.6,10.25
7.38,0,2,1.09,65.4,72.6,6.81
7.52,1,2,1.01,69.9,71.2,8.57
8.35,0,3,0.73,75.0,75.6,6.9
7.78,1,2,0.9,60.2,67.4,6.59
8.64,2,3,0.93,61.4,71.9,8.65
7.84,3,3,0.93,66.1,85.4,9.65
6.77,0,2,1.12,72.3,68.0,9.11
7.93,1,3,0.86,94.1,77.3,7.35
6.13,4,3,1.5,58.0,32.0,2.5
7.63,2,2,1.28,45.2,69.9,10.99
7.46,2,3,1.28,91.0,100.0,8.79
7.25,4,3,0.79,56.8,38.2,7.91
7.35,1,3,0.59,92.0,95.0,7.72
5.24,2,3,0.93,88.7,75.8,8.71
6.84,2,2,1.06,78.2,39.5,8.45
7.61,3,2,0.97,88.2,65.6,11.26
7.69,0,3,0.89,42.5,71.0,4.42
6.27,1,3,0.65,49.7,78.7,5.22
9.02,1,3,0.87,74.3,58.5,4.93
6.46,2,3,0.95,64.2,75.4,9.23
8.66,0,2,0.9,58.2,85.8,8.3
8.01,2,2,0.9,82.1,78.3,11.49
6.72,2,3,0.84,73.9,82.9,9.42
9.63,1,3,1.33,85.7,58.3,7.79
6.07,2,3,1.14,64.4,75.3,4.9
8.6,2,3,1.19,69.8,99.5,7.47
8.7,1,2,1.05,93.1,48.8,9.08
6.7,2,3,0.73,50.7,71.3,6.05
9.17,1,3,1.15,68.7,48.3,6.91
7.2,2,3,1.27,56.9,83.8,8.78
7.85,0,2,1.3,95.4,35.3,5.7
7.81,0,2,1.12,100.0,56.5,9.5
7.34,0,3,1.0,73.1,99.6,7.54
8.47,0,1,1.0,77.4,57.6,15.25
8.45,1,3,1.1,68.4,64.1,2.88
5.4,3,2,0.67,67.9,83.7,8.75
9.07,1,2,1.13,71.3,62.9,10.64
5.51,2,3,0.9,49.8,34.5,2.62
8.74,0,2,1.44,79.9,48.9,6.53
8.85,1,3,0.94,55.2,84.8,7.51
6.19,2,2,1.04,64.7,87.1,9.77
7.01,0,3,1.03,70.5,34.9,4.31
6.17,2,2,0.86,58.6,50.8,6.67
7.24,2,1,1.09,79.0,54.9,13.39
7.13,0,3,1.07,62.9,59.3,5.99
8.44,1,3,1.2,86.0,51.1,11.87
9.07,2,2,1.14,56.9,66.6,7.24
9.17,3,3,1.04,67.5,56.4,9.63
6.83,2,3,0.84,53.9,58.6,5.21
7.25,1,3,0.84,84.7,48.0,6.58
5.48,0,3,1.33,65.3,76.8,4.7
6.53,0,2,1.02,61.6,44.2,9.43
8.66,2,2,1.42,67.2,70.7,9.14
9.44,1,2,0.84,68.4,80.0,8.94
6.02,1,3,1.44,76.1,94.9,7.55
6.79,1,2,0.81,78.1,72.5,9.61
7.47,1,1,0.91,67.7,68.4,16.53
7.84,1,2,1.09,69.4,39.6,8.52
6.53,0,2,1.2,23.4,87.1,6.37
8.01,3,3,1.14,63.2,67.1,7.1
6.93,2,3,0.62,91.5,69.6,8.34
7.48,2,3,0.89,76.7,70.9,6.27
8.16,1,3,0.77,53.9,66.7,5.84
7.51,0,3,0.72,64.2,65.1,4.53
6.98,2,3,1.0,61.0,59.5,4.51
7.37,2,2,0.58,86.1,75.9,12.46
7.39,2,2,1.2,84.5,42.5,7.73
7.06,3,2,1.15,58.3,42.2,7.93
7.19,3,2,1.32,70.1,52.3,7.23
9.42,1,3,0.79,53.0,83.7,6.36
8.17,0,3,0.81,60.6,71.7,5.9
7.15,0,2,1.21,61.2,55.5,5.51
8.34,4,3,1.23,59.5,53.0,5.24
7.1,2,3,1.27,75.5,63.8,6.49
8.91,2,2,1.23,90.2,71.0,11.26
7.94,2,3,1.04,69.1,85.4,7.5
7.37,1,3,0.91,54.2,95.8,8.57
8.04,0,3,1.15,73.1,63.1,6.22
5.61,4,3,0.91,73.1,98.0,9.13
6.15,3,2,1.02,67.2,66.2,9.92
6.07,4,1,0.92,97.9,69.5,18.26
7.67,2,2,1.05,73.7,79.7,9.58
9.58,2,3,1.25,78.6,81.9,7.85
10.0,1,2,0.93,36.4,88.6,12.62
8.27,2,2,0.9,55.6,45.7,8.15
8.1,1,3,0.98,77.7,66.8,6.86
5.34,4,3,0.76,74.3,83.8,8.08
6.85,2,3,1.13,64.3,49.0,4.56
6.55,4,2,1.02,76.8,36.9,10.1
6.75,1,2,0.99,83.9,42.7,6.19
7.3,1,2,1.07,62.9,63.2,9.17
6.93,0,3,0.71,60.7,95.3,4.77
5.12,0,2,1.28,66.2,42.4,7.21
8.4,0,3,0.9,77.5,47.5,6.27
6.21,3,3,0.93,61.4,57.5,6.92
7.79,2,2,1.17,82.8,50.1,8.45
9.99,2,2,1.12,62.8,47.4,9.73
6.4,2,3,1.4,61.6,34.4,5.73
5.0,0,3,0.81,100.0,57.1,5.38
7.16,0,3,0.81,51.5,94.4,2.91
8.82,1,1,0.76,81.7,73.3,17.41
9.85,1,2,1.03,42.9,82.6,10.21
6.02,2,3,0.95,79.9,55.9,4.06
8.1,1,3,0.86,100.0,52.4,7.61
6.94,1,2,0.99,85.9,72.8,10.6
7.37,0,3,0.79,90.1,66.3,5.26
10.0,3,3,1.31,68.6,64.2,7.01
5.7,2,2,0.86,84.1,90.2,8.29
7.8,3,3,0.89,73.7,52.9,7.42
8.06,2,1,0.52,100.0,50.8,18.04
8.8,1,3,0.67,53.4,77.8,4.41
7.62,1,3,0.88,87.8,75.8,5.7
7.87,3,2,0.94,76.4,49.3,9.68
7.03,3,3,1.14,56.3,66.2,7.93
7.82,0,3,0.7,65.9,38.1,7.04
7.09,2,3,1.09,46.0,69.5,5.84
8.25,2,2,1.12,21.0,58.0,6.09
7.06,0,3,1.14,52.0,61.3,2.9
7.95,2,3,1.21,64.2,47.9,8.25
7.46,3,3,0.77,71.2,82.9,6.21
8.85,1,3,1.11,50.4,68.9,6.29
7.44,2,1,1.35,65.3,79.9,18.01
5.37,3,2,1.28,73.5,63.4,9.14
9.01,2,3,1.38,61.4,82.8,6.68
6.41,1,2,1.05,53.8,37.0,7.0
6.72,1,3,0.88,59.0,65.1,5.24
6.79,2,3,0.5,90.0,82.9,8.29
9.15,3,2,0.75,44.1,35.3,9.65
5.0,1,3,0.89,87.3,66.9,6.49
10.0,2,2,0.93,90.5,73.7,12.36
8.77,2,3,0.84,64.7,59.2,8.01
7.77,2,1,1.07,76.9,79.9,18.5
7.43,3,2,1.04,58.3,80.1,8.98
7.84,2,2,1.01,74.0,55.7,9.03
8.13,2,3,1.16,100.0,59.2,9.74
8.27,1,2,0.91,89.1,47.6,9.2
8.17,0,2,1.22,62.4,69.8,6.18
7.61,0,2,0.76,50.2,68.0,7.31
7.26,1,2,0.94,65.6,65.0,7.48
7.32,5,3,1.06,74.1,66.5,12.68
7.27,3,1,0.62,80.8,52.1,17.61
8.86,4,3,0.9,68.4,43.6,10.08
8.21,1,3,1.14,96.8,71.7,8.2
5.0,1,3,0.91,70.5,62.0,5.19
8.29,2,2,0.64,62.9,49.5,8.36
7.73,0,3,0.82,77.9,54.1,4.13
7.48,1,2,0.73,80.5,78.8,7.95
7.03,1,3,1.1,58.6,77.9,9.05
8.85,1,3,1.02,55.9,74.9,7.03
8.64,1,3,0.69,45.4,64.4,3.26
6.57,2,3,0.67,65.7,54.8,7.23
7.99,3,3,0.86,88.3,84.8,13.31
6.33,0,3,1.01,80.0,60.1,2.73
5.84,1,2,0.87,86.9,69.1,9.56
6.75,2,2,1.07,60.2,52.2,6.39
8.53,1,2,1.06,67.5,61.4,10.62
8.64,2,2,1.11,41.4,25.0,3.79
8.12,1,3,0.72,85.1,55.6,6.88
8.37,3,3,0.94,90.1,42.1,8.99
8.12,3,1,1.22,54.0,68.3,13.88
6.73,2,3,0.87,94.4,56.1,8.04
8.02,0,2,0.84,66.5,60.5,6.95
8.46,1,3,0.9,53.8,97.0,9.33
8.41,3,3,0.9,65.3,49.7,5.22
8.93,1,3,1.02,79.4,66.8,8.72
8.35,1,3,0.88,69.2,68.3,6.37
7.92,1,2,0.6,61.3,50.8,9.78
8.78,2,3,1.24,78.9,81.6,10.82
7.47,2,2,1.1,80.3,89.7,10.54
6.44,3,2,1.03,67.4,83.0,10.15
7.3,1,3,0.98,64.6,50.7,6.57
6.61,2,1,0.94,61.8,54.5,14.93
6.69,1,3,0.84,77.2,34.6,4.86
7.33,2,3,0.62,45.9,62.3,4.09
6.55,2,2,1.33,58.6,63.3,8.99
7.13,2,3,1.0,67.6,76.7,5.34
5.23,0,2,0.68,58.2,91.5,7.51
7.76,1,3,0.79,73.8,46.1,7.42
7.5,0,3,1.06,72.5,67.1,4.29
6.52,1,2,1.06,100.0,61.6,8.88
8.29,3,2,0.85,58.6,62.7,8.92
8.63,2,2,0.78,69.8,88.5,12.07
5.57,1,3,0.89,55.6,66.4,4.47
6.58,2,2,0.61,99.1,73.2,9.81
6.58,2,1,0.9,95.5,72.1,17.36
6.37,2,3,0.91,46.5,68.3,4.49
8.5,0,3,1.31,67.5,53.5,4.98
7.27,1,3,0.91,70.5,93.1,5.2
7.18,1,3,1.05,64.9,64.5,6.94
5.1,1,3,1.32,62.7,73.0,3.44
8.26,1,3,0.79,81.6,68.8,9.19
6.01,0,1,0.88,96.8,33.3,13.68
7.57,0,3,0.89,82.1,49.4,5.14
7.83,1,1,0.67,83.0,66.7,15.24
9.13,1,2,0.95,64.7,52.3,11.24
5.93,0,3,1.23,85.3,71.0,3.64
5.0,3,2,1.17,85.2,51.3,7.31
7.72,2,3,1.24,62.9,65.3,8.22
9.66,2,2,0.87,66.5,39.4,8.04
8.99,1,2,0.77,46.4,77.5,7.27
7.75,0,3,1.45,49.7,71.8,4.33
6.91,2,3,1.04,63.5,72.5,8.26
8.47,0,3,0.68,54.0,63.6,5.98
6.33,1,3,1.5,82.1,54.5,5.6
8.07,1,1,0.98,67.6,88.7,16.18
8.11,2,3,0.5,78.0,90.0,8.34
8.77,1,2,1.29,51.7,63.9,6.91
10.0,0,3,0.54,89.5,56.4,5.7
7.97,2,2,1.06,77.3,39.1,5.98
6.89,0,3,1.17,76.1,68.4,7.76
7.47,2,3,1.14,84.2,55.0,6.24
5.38,2,2,1.31,74.8,57.8,8.42
6.67,0,3,1.2,54.8,79.5,5.66
7.01,2,2,1.37,79.4,50.6,7.65
6.87,1,2,0.98,58.2,93.8,7.42
7.68,1,3,0.92,73.2,49.7,4.41
6.51,0,2,0.93,58.4,34.3,2.5
8.85,4,2,1.27,94.9,55.1,12.51
7.5,2,3,0.87,80.0,70.4,11.0
7.49,3,3,1.17,85.1,67.0,7.82
7.11,2,2,0.83,58.6,67.7,7.86
7.69,3,3,0.83,74.5,60.8,7.24
8.49,2,3,1.24,72.9,57.5,7.79
6.46,0,3,1.09,71.7,46.4,5.49
6.71,2,3,0.57,40.9,66.9,3.6
7.14,1,3,0.83,99.5,80.9,8.46
5.88,1,3,0.5,69.4,65.2,4.86
6.52,3,2,0.92,77.5,53.6,10.1
6.93,0,2,0.95,50.3,67.2,7.24
8.55,3,3,0.91,92.0,87.0,8.51
7.82,2,3,1.24,90.7,61.9,7.29
7.73,1,3,1.08,82.8,46.5,6.86
8.52,2,1,1.49,74.1,68.3,16.34
7.34,2,2,1.11,100.0,73.8,12.41
7.97,2,3,1.11,84.7,78.0,8.11
7.38,0,3,1.05,49.5,75.5,6.15
7.82,1,3,0.95,73.4,67.5,3.53
6.8,0,3,0.87,78.8,52.5,5.4
5.0,1,2,0.95,71.6,50.3,4.95
7.34,3,3,0.96,78.6,59.9,9.53
9.21,1,3,0.98,91.6,74.2,8.12
8.61,3,2,1.13,67.2,55.2,9.77
8.66,0,2,1.06,64.3,57.6,6.6
8.98,1,3,0.9,53.7,51.7,6.53
7.61,1,3,0.85,42.0,88.4,6.23
7.74,4,2,1.04,65.3,61.7,10.35
6.76,4,1,0.81,59.8,75.1,17.3
7.12,1,1,0.91,66.9,88.7,15.31
8.24,1,2,0.89,61.2,50.7,8.13
8.94,3,3,1.49,53.9,76.4,9.65
7.33,1,3,0.75,61.7,63.6,8.14
6.96,1,3,0.84,77.7,86.1,7.18
7.5,2,3,0.89,62.0,53.1,6.47
8.22,1,1,0.91,67.2,68.2,16.24
5.77,2,2,1.2,100.0,74.5,9.11
5.0,0,2,0.95,86.1,54.7,6.69
6.84,1,2,0.74,73.4,61.9,7.63
6.04,1,1,1.29,73.9,62.9,14.56
6.89,0,3,1.05,59.3,81.4,5.43
7.32,1,3,1.08,63.7,98.3,9.67
6.96,1,3,1.13,65.8,88.7,8.89
9.24,0,3,0.75,71.6,86.6,4.42
7.89,3,3,1.0,69.3,2.2,6.13
7.86,2,3,1.16,53.1,67.0,7.46
8.25,2,2,0.87,78.9,66.0,10.3
6.13,2,3,1.06,61.4,77.0,5.49
8.75,1,2,1.11,98.8,43.4,11.92
7.41,2,2,0.71,88.7,75.9,10.9
8.3,2,2,0.79,45.1,33.7,5.98
6.21,3,3,0.54,66.2,80.4,8.38
5.64,1,3,1.05,94.1,40.3,6.16
8.48,3,3,1.38,79.9,83.4,8.83
7.95,1,3,0.86,71.3,82.6,5.71
6.42,2,3,0.96,35.1,60.0,3.22
6.46,1,3,1.2,66.7,71.6,7.57
8.85,0,3,1.05,73.2,65.0,7.03
6.07,2,3,0.81,39.2,42.8,5.32
9.47,2,2,1.31,79.2,73.4,11.7
6.42,0,2,1.04,59.5,82.8,6.39
8.27,3,3,0.95,74.5,60.2,6.92
7.11,0,2,0.97,72.0,74.6,9.62
8.22,0,3,1.12,66.2,51.8,5.66
6.85,2,3,0.88,81.9,78.8,7.13
7.3,4,3,1.31,74.2,65.2,8.81
7.55,1,2,1.25,100.0,64.8,11.74
6.3,3,3,1.0,96.7,72.0,9.52
8.39,3,2,1.01,54.8,87.9,10.58
6.88,2,3,0.83,87.8,72.9,7.55
7.23,1,3,0.87,59.0,48.8,3.94
6.31,3,3,0.77,52.4,54.2,5.83
5.0,4,3,0.96,47.9,63.9,5.64
7.27,2,2,1.01,64.6,72.4,9.21
10.0,2,3,0.68,85.1,47.6,7.48
8.44,3,2,1.14,72.4,70.2,9.06
7.48,0,2,0.83,77.6,78.3,9.89
7.18,1,2,1.08,21.6,57.5,6.62
7.53,1,3,1.16,66.6,94.6,6.86
8.16,1,2,1.26,54.2,53.9,7.28
6.08,2,2,1.22,46.3,68.0,5.66
8.84,4,3,1.33,51.9,33.7,8.53
8.36,2,3,1.16,71.1,60.2,9.14
8.36,2,2,1.03,79.9,62.8,10.12
8.03,0,3,0.91,56.3,58.6,5.1
7.52,4,3,0.98,78.8,53.9,7.06
8.31,2,1,1.33,82.2,57.2,16.34
8.21,1,3,0.96,74.9,74.5,5.97
7.08,0,3,1.0,57.1,36.2,2.5
6.81,2,3,1.3,62.5,37.1,4.6
7.62,4,2,0.95,74.9,57.6,10.38
9.36,0,3,0.84,59.3,63.2,5.35
6.01,0,1,1.23,79.7,53.3,14.72
5.74,2,3,0.83,53.4,65.9,2.5
7.7,0,1,1.08,75.7,74.3,13.78
7.56,1,2,1.05,83.6,79.7,10.83
7.71,2,2,1.06,72.9,84.8,10.72
7.79,1,3,0.52,55.1,45.1,3.69
7.23,1,2,1.16,45.5,53.4,9.99
9.29,0,2,0.99,53.4,51.8,11.42
5.58,0,2,1.12,77.3,80.2,7.85
6.51,0,3,1.1,66.9,55.5,2.83
7.38,0,2,1.06,61.0,69.6,7.11
5.53,2,3,0.92,76.0,43.8,3.77
7.29,5,1,0.92,40.2,55.3,16.43
9.49,2,2,0.99,66.1,51.5,10.57
7.53,1,3,1.03,53.4,75.3,7.15
7.78,4,3,0.92,49.7,46.3,7.55
5.99,0,1,1.19,62.3,91.8,14.24
6.76,1,1,0.93,100.0,68.2,14.28
7.05,0,2,0.8,79.5,54.1,5.78
7.12,2,3,1.12,53.0,70.1,3.09
9.04,0,2,1.38,88.2,52.8,9.19
8.17,0,3,0.77,50.4,49.1,5.37
6.17,4,1,0.97,92.8,75.5,19.54
7.8,3,2,1.21,56.8,85.5,11.94
8.1,2,2,1.11,71.6,70.7,9.51
8.87,3,3,1.12,100.0,46.6,11.98
9.4,1,3,1.01,64.7,52.8,4.91
6.28,1,2,0.5,97.6,87.9,8.01
6.53,0,3,1.05,68.9,76.9,6.38
5.99,0,2,1.07,68.7,48.1,8.47
7.22,1,3,1.23,56.7,54.3,7.62
8.06,1,3,0.85,91.2,67.8,8.93
8.68,0,2,1.34,62.6,62.8,9.19
7.41,1,3,0.94,98.6,96.3,9.72
7.12,2,3,0.9,60.6,54.0,5.4
7.68,0,2,0.86,63.2,74.0,6.54
6.5,2,3,1.21,85.1,69.5,7.86
10.0,1,2,0.78,68.4,40.1,6.4
5.57,2,3,1.13,74.3,29.1,4.29
7.72,1,2,0.84,50.4,59.2,6.66
9.93,2,3,0.99,71.7,71.3,9.28
7.51,0,2,0.7,75.6,88.8,8.83
7.27,1,1,1.16,95.9,53.3,17.59
7.07,1,2,0.97,62.8,72.1,9.48
7.28,4,2,1.11,75.1,60.6,10.06
9.15,1,3,0.96,88.2,90.9,9.71
5.0,2,2,1.11,70.6,64.4,5.61
9.34,1,3,0.99,86.3,58.4,8.68
5.79,1,2,1.15,100.0,67.6,8.3
7.18,1,3,1.11,70.4,67.9,5.21
6.98,3,3,1.04,89.9,85.9,11.24
8.21,1,3,0.82,77.7,65.1,7.32
5.58,1,3,0.91,82.9,71.5,5.65
8.05,0,3,0.85,80.6,40.2,6.78
9.93,1,3,1.29,86.0,47.7,9.67
5.86,1,2,1.16,85.0,59.4,6.87
7.73,2,3,1.01,68.9,66.6,5.94
6.71,2,3,0.89,61.7,53.6,6.87
8.01,1,1,0.84,76.4,69.3,15.67
7.52,3,3,1.02,48.2,57.2,3.54
6.73,0,2,1.37,79.3,90.5,12.0
8.09,0,3,1.0,81.2,61.9,5.31
9.67,1,2,1.24,67.3,71.5,8.45
7.27,3,3,1.06,70.7,61.7,7.53
8.36,1,3,1.11,83.7,63.6,8.56
5.95,4,3,0.9,81.2,73.2,10.19
6.35,0,3,0.96,83.9,67.1,5.55
8.07,1,3,0.83,81.7,57.2,10.44
9.28,2,2,1.06,71.6,70.0,14.82
7.93,0,2,0.95,69.8,62.6,8.56
7.12,0,2,1.07,76.3,73.7,8.2
7.5,0,2,0.8,91.8,82.2,8.77
6.0,0,2,1.09,74.0,79.9,7.64
8.23,0,3,1.03,89.6,49.1,8.3
8.56,1,3,1.03,39.5,19.6,3.93
6.96,2,3,1.08,74.8,98.9,9.52
6.94,3,2,0.95,71.2,72.9,11.25
7.82,3,2,1.5,45.0,70.7,10.59
6.98,3,3,1.09,47.3,54.3,7.56
7.42,2,2,1.02,76.9,34.2,9.82
10.0,1,2,1.15,71.6,35.0,9.47
7.2,2,1,0.9,81.9,59.9,18.38
7.07,1,1,0.89,31.0,67.3,10.46
6.72,1,2,1.16,86.0,90.3,10.57
8.39,1,1,1.18,86.2,68.6,15.3
7.28,2,2,1.24,49.3,75.0,10.2
6.72,1,3,0.71,91.1,57.0,3.95
9.09,0,1,0.97,96.9,58.1,16.02
9.2,0,2,1.07,50.0,42.9,7.55
6.78,2,3,1.14,71.6,46.6,7.76
5.26,0,3,1.11,73.0,46.4,3.0
8.71,1,2,0.83,43.0,59.5,11.78
6.68,1,3,1.1,65.0,40.0,3.62
8.45,2,2,1.06,91.1,52.8,8.78
5.14,3,1,1.06,57.1,64.4,15.28
8.57,1,3,0.78,97.4,29.0,6.67
6.05,1,3,0.81,75.5,87.2,8.95
8.38,0,2,1.36,58.1,91.7,6.76
7.52,4,3,1.2,70.7,80.5,9.36
6.36,0,3,0.99,48.0,70.9,5.05
7.01,2,2,0.99,76.4,69.9,8.64
8.32,0,2,1.44,67.1,73.0,6.62
7.63,0,2,1.01,63.6,66.3,9.76
8.2,4,3,0.98,48.3,67.7,6.58
9.87,4,1,0.84,68.8,40.1,18.84
5.62,4,3,0.95,73.1,66.7,6.35
9.44,1,1,0.66,49.4,72.5,14.05
7.63,3,2,1.1,86.2,70.1,12.46
6.42,3,3,1.25,74.2,82.2,8.8
5.9,0,3,1.25,57.3,87.0,3.59
7.27,0,1,0.86,68.6,57.1,14.08
8.61,3,2,0.54,82.6,48.0,7.53
7.35,1,3,1.07,90.5,83.8,6.0
9.31,4,1,1.26,93.8,75.0,22.3
5.76,2,2,0.68,97.0,56.4,9.23
7.49,0,3,0.93,50.0,61.6,5.21
6.0,0,3,1.07,59.3,60.4,4.9
7.94,1,2,0.83,49.0,69.1,7.27
8.56,1,3,0.65,86.4,86.5,7.94
7.0,1,3,0.85,67.4,51.6,3.46
5.0,1,1,0.89,88.9,69.4,14.56
7.74,0,3,0.62,48.7,68.8,3.49
8.02,1,1,1.21,59.7,35.2,16.29
7.99,1,1,1.31,58.0,100.0,15.0
8.98,2,2,1.01,88.6,68.1,11.95
6.21,0,2,1.15,80.5,82.3,8.06
8.32,3,3,0.7,39.6,40.7,7.02
8.93,3,2,0.97,63.0,93.9,9.52
5.37,0,3,0.88,84.4,59.7,4.51
7.88,2,2,1.08,86.7,30.4,10.0
6.89,5,2,0.5,76.2,43.7,11.5
7.4,2,3,0.94,72.7,46.6,7.06
7.92,0,3,1.13,56.0,53.4,3.15
6.92,3,3,1.05,86.1,45.7,6.98
6.69,0,3,1.16,52.0,77.2,4.55
7.54,1,2,0.88,45.8,67.7,8.59
6.2,2,3,0.5,73.1,72.7,8.36
6.2,0,2,1.22,63.4,71.5,4.42
8.32,1,3,1.15,80.9,61.3,6.49
6.12,2,3,1.31,77.3,41.6,4.64
8.3,1,1,1.01,95.6,42.3,14.29
8.06,0,2,1.08,76.1,43.0,7.96
5.43,1,3,1.47,85.9,48.6,5.29
6.69,3,3,0.63,57.2,90.4,5.34
8.93,3,2,1.09,80.7,42.6,8.85
6.32,0,3,1.24,65.9,87.2,6.31
6.94,5,3,1.04,62.6,49.2,6.43
8.05,4,2,1.01,56.5,44.7,8.81
8.44,2,1,0.7,93.1,71.3,18.4
7.2,0,3,1.29,69.9,84.0,6.44
6.78,1,1,1.21,58.2,40.6,15.01
9.21,0,2,1.26,80.2,63.7,9.07
9.59,1,3,1.0,63.4,82.8,10.79
8.67,1,3,0.94,58.0,78.7,6.23
7.6,3,3,1.0,100.0,41.8,10.2
6.53,1,2,1.34,51.9,61.9,5.97
6.5,0,3,0.95,98.0,40.9,4.36
8.13,1,3,1.3,57.8,70.6,8.76
8.0,2,2,0.97,79.4,67.5,9.14
9.18,0,3,0.83,68.5,73.5,5.89
8.28,2,3,0.58,81.0,50.7,6.31
5.7,0,3,1.11,49.3,54.5,4.68
8.76,1,3,1.15,47.4,79.8,4.48
6.3,1,2,0.77,81.5,80.5,10.83
7.04,3,3,1.3,43.3,90.1,7.82
7.8,1,3,0.72,52.5,86.3,6.05
9.89,1,3,1.14,68.7,40.3,6.19
10.0,2,3,1.15,50.6,83.4,9.89
8.23,4,1,1.21,52.5,64.5,16.24
7.28,2,1,0.61,63.8,75.9,13.93
8.14,1,1,1.21,37.2,59.9,13.95
8.57,1,3,0.97,49.0,51.3,4.95
7.12,0,2,0.93,90.1,60.7,11.36
9.65,2,3,1.17,84.4,66.0,10.18
7.78,2,2,1.19,100.0,69.4,11.84
8.1,2,2,0.6,78.9,79.6,12.39
8.3,1,2,0.74,89.5,49.4,7.23
8.01,2,3,1.24,63.7,48.1,7.04
8.51,2,3,1.09,67.2,40.6,6.49
6.76,2,3,1.04,76.2,61.7,6.42
6.83,1,3,0.8,41.6,51.9,3.43
6.18,3,2,1.09,78.2,60.0,11.46
8.03,3,2,1.24,60.6,65.4,7.34
8.43,1,3,1.46,63.2,38.3,5.77
8.05,3,3,0.93,85.0,56.7,6.25
